id,gender,age,spend
3813,F,24,79.83
3814,F,35,139.61
3815,M,85,167.73
3816,M,18,45.37
3817,F,26,240.95
3818,F,28,173.75
3819,F,45,126.78
3820,F,50,186.02
3821,F,62,170.25
3822,F,18,86.34
3823,F,92,141.52
3824,F,25,86.73
3825,F,43,166.86
3826,F,54,35.53
3827,F,78,27.14
3828,F,18,220.71
3829,F,22,84.55
3830,F,83,127.6
3831,F,92,12.65
3832,M,26,162.65
3833,F,65,213.14
3834,F,62,93.52
3835,M,71,19.31
3836,F,32,215.66
3837,F,18,151.78
3838,F,82,169.9
3839,F,20,146.49
3840,F,47,122.9
3841,F,79,198.13
3842,F,85,234.6
3843,M,48,87.66
3844,F,99,216.94
3845,M,39,92.04
3846,F,57,221.62
3847,F,35,101.56
3848,M,19,179.43
3849,M,50,259.69
3850,F,46,142.67
3851,F,26,252.19
3852,F,32,228.99
3853,F,27,242.45
3854,M,48,274.55
3855,F,54,22.85
3856,M,43,49.28
3857,F,18,59.46
3858,F,18,59.35
3859,F,31,143.11
3860,M,24,56.87
3861,F,36,133.76
3862,F,40,178.91
3863,F,18,227.42
3864,F,18,175.15
3865,F,22,173.15
3866,M,18,184.32
3867,F,74,209.3
3868,M,50,237.25
3869,F,50,286.42
3870,F,19,186.49
3871,F,54,212.79
3872,F,26,12.13
3873,M,28,253.31
3874,F,21,9.0
3875,F,43,285.98
3876,F,30,39.22
3877,F,20,277.7
3878,F,59,88.82
3879,M,40,170.16
3880,F,20,137.22
3881,F,80,172.01
3882,F,94,185.58
3883,M,33,38.06
3884,F,85,138.97
3885,M,40,34.76
3886,F,47,272.23
3887,M,30,135.9
3888,F,38,297.85
3889,F,50,196.96
3890,F,23,131.88
3891,F,23,198.32
3892,M,50,153.22
3893,M,47,200.34
3894,F,69,233.72
3895,F,95,228.03
3896,M,21,38.89
3897,F,62,7.48
3898,F,21,211.31
3899,F,19,175.22
3900,M,42,26.89
3901,F,21,26.68
3902,F,61,80.22
3903,F,66,71.7
3904,F,18,181.71
3905,F,22,244.41
3906,F,23,173.37
3907,F,20,249.97
3908,F,96,40.49
3909,F,42,279.41
3910,F,46,203.95
3911,F,84,232.19
3912,M,23,147.47
3913,F,22,179.99
3914,F,21,124.57
3915,F,93,129.4
3916,M,23,168.88
3917,F,39,236.0
3918,F,21,168.11
3919,M,23,17.95
3920,F,51,139.33
3921,F,22,85.48
3922,F,26,118.87
3923,F,29,154.08
3924,F,30,144.04
3925,M,19,105.85
3926,F,31,108.46
3927,M,70,195.72
3928,F,26,136.6
3929,F,35,82.76
3930,F,20,108.62
3931,M,38,156.9
3932,F,77,33.8
3933,F,35,76.35
3934,F,24,52.45
3935,M,38,130.0
3936,M,22,174.17
3937,M,48,284.04
3938,F,70,80.08
3939,M,21,118.05
3940,F,21,198.23
3941,F,18,134.54
3942,M,23,154.29
3943,F,94,20.16
3944,F,32,61.83
3945,F,82,214.49
3946,F,21,217.68
3947,M,29,239.5
3948,M,45,292.79
3949,F,44,14.21
3950,F,31,168.02
3951,F,24,246.96
3952,F,21,36.26
3953,F,18,157.17
3954,M,48,264.62
3955,F,32,263.97
3956,M,84,81.39
3957,M,21,274.43
3958,M,74,56.17
3959,F,88,235.27
3960,F,97,152.39
3961,F,25,69.86
3962,M,91,225.99
3963,M,18,229.47
3964,F,35,169.91
3965,F,34,273.11
3966,M,20,83.57
3967,F,78,104.52
3968,M,21,19.07
3969,M,20,254.39
3970,M,89,149.48
3971,F,23,47.78
3972,F,45,168.74
3973,F,18,280.46
3974,F,24,282.38
3975,F,94,168.73
3976,F,53,260.11
3977,F,19,230.94
3978,M,18,58.01
3979,F,31,280.54
3980,F,97,150.16
3981,F,47,281.92
3982,F,82,220.36
3983,M,20,24.11
3984,F,22,38.56
3985,M,18,224.03
3986,F,99,98.09
3987,F,26,297.63
3988,F,24,64.58
3989,M,63,245.95
3990,F,57,285.22
3991,F,53,64.53
3992,M,25,59.33
3993,M,19,99.31
3994,F,36,57.29
3995,F,20,288.46
3996,F,20,152.26
3997,M,18,292.54
3998,M,22,259.54
3999,M,54,84.27
4000,M,20,141.26
4001,M,54,120.5
4002,F,21,41.66
4003,F,23,142.51
4004,F,97,27.24
4005,F,96,55.88
4006,M,24,138.48
4007,F,21,150.75
4008,F,21,255.68
4009,F,21,298.31
4010,F,76,224.52
4011,F,18,217.57
4012,M,21,146.57
4013,F,52,77.83
4014,F,48,117.14
4015,M,22,39.29
4016,M,24,222.34
4017,F,95,130.54
4018,F,48,206.9
4019,F,83,33.74
4020,M,30,191.87
4021,F,24,251.72
4022,F,80,39.45
4023,M,23,250.26
4024,F,18,24.77
4025,M,32,172.17
4026,M,51,185.02
4027,M,23,152.17
4028,F,89,152.1
4029,M,65,54.56
4030,M,36,180.38
4031,F,23,20.27
4032,F,24,56.44
4033,M,63,165.54
4034,F,33,273.02
4035,F,20,95.51
4036,M,51,223.27
4037,F,18,105.48
4038,F,77,135.83
4039,F,18,235.67
4040,F,44,264.47
4041,M,30,282.25
4042,F,18,206.72
4043,F,37,114.53
4044,F,39,132.87
4045,F,23,66.91
4046,M,95,177.51
4047,M,53,181.14
4048,F,45,121.68
4049,M,80,238.27
4050,F,40,128.82
4051,F,85,241.52
4052,F,21,269.26
4053,F,18,224.96
4054,M,64,64.37
4055,F,21,183.33
4056,F,20,201.26
4057,M,23,161.96
4058,F,98,249.75
4059,F,23,199.41
4060,F,31,110.26
4061,F,41,161.41
4062,F,19,185.37
4063,F,24,130.2
4064,F,27,187.09
4065,F,61,194.11
4066,M,23,208.08
4067,M,20,145.5
4068,F,38,249.29
4069,F,83,127.96
4070,M,18,248.96
4071,F,21,65.76
4072,M,20,146.23
4073,F,43,88.18
4074,F,31,114.29
4075,M,35,129.79
4076,F,20,9.5
4077,F,54,161.54
4078,F,18,122.64
4079,F,51,28.97
4080,F,20,95.26
4081,M,26,137.66
4082,F,26,169.33
4083,M,43,70.24
4084,F,87,74.08
4085,F,24,176.77
4086,F,18,238.3
4087,M,49,79.18
4088,F,19,295.47
4089,M,62,193.08
4090,F,23,67.29
4091,F,21,72.67
4092,F,36,267.47
4093,F,53,56.56
4094,F,57,296.49
4095,M,42,22.46
4096,F,20,210.77
4097,F,44,194.66
4098,F,37,281.91
4099,M,40,35.2
4100,M,24,105.57
4101,F,83,27.98
4102,M,19,159.32
4103,F,66,235.24
4104,F,39,291.69
4105,M,83,250.55
4106,F,40,299.33
4107,F,41,80.19
4108,F,22,298.03
4109,F,31,13.54
4110,M,18,151.95
4111,M,23,225.58
4112,F,21,134.98
4113,F,21,287.91
4114,M,96,254.7
4115,F,39,29.88
4116,F,24,279.93
4117,F,27,196.44
4118,F,67,223.11
4119,M,26,141.52
4120,F,37,41.01
4121,F,39,211.44
4122,F,74,12.32
4123,M,35,232.66
4124,M,94,214.27
4125,M,24,276.12
4126,M,20,226.92
4127,M,30,112.28
4128,M,27,23.18
4129,F,67,298.21
4130,F,38,205.78
4131,F,60,184.91
4132,M,24,152.98
4133,F,98,57.96
4134,M,19,164.24
4135,F,52,258.73
4136,M,20,256.97
4137,M,19,132.72
4138,F,23,19.43
4139,F,37,18.73
4140,F,39,262.76
4141,F,56,21.14
4142,M,20,197.38
4143,F,36,225.77
4144,F,18,236.62
4145,F,35,141.0
4146,F,23,254.3
4147,F,38,226.18
4148,F,93,256.12
4149,F,21,266.7
4150,F,43,170.0
4151,F,28,70.09
4152,F,45,51.58
4153,F,73,195.69
4154,F,73,108.67
4155,F,33,280.15
4156,F,28,93.33
4157,F,49,87.41
4158,F,54,151.35
4159,M,22,250.66
4160,F,47,169.43
4161,F,44,81.55
4162,M,20,292.97
4163,F,81,42.5
4164,F,56,167.02
4165,M,21,140.06
4166,M,28,298.46
4167,M,52,241.28
4168,M,36,230.44
4169,F,32,43.61
4170,F,69,54.81
4171,M,47,69.7
4172,F,75,171.54
4173,M,20,124.29
4174,F,23,221.47
4175,F,73,49.29
4176,F,83,172.69
4177,M,49,77.37
4178,F,23,221.6
4179,F,21,183.29
4180,F,20,265.39
4181,F,53,179.26
4182,F,18,156.71
4183,F,37,249.37
4184,F,41,186.67
4185,F,21,241.64
4186,M,19,25.71
4187,F,42,245.01
4188,F,24,214.86
4189,F,47,138.46
4190,F,77,109.27
4191,F,24,92.11
4192,F,56,158.44
4193,F,24,204.4
4194,M,58,95.1
4195,F,26,21.15
4196,F,20,295.55
4197,M,22,154.08
4198,M,97,103.1
4199,F,23,278.61
4200,F,20,154.66
4201,F,19,173.8
4202,F,98,273.21
4203,F,98,237.62
4204,M,26,241.67
4205,F,28,37.19
4206,M,72,287.47
4207,F,75,134.72
4208,F,53,85.79
4209,F,49,107.9
4210,F,41,189.25
4211,F,39,22.52
4212,M,21,272.57
4213,F,39,197.02
4214,F,80,49.41
4215,M,62,245.79
4216,F,33,243.74
4217,M,19,116.51
4218,F,51,219.68
4219,F,42,162.02
4220,M,27,270.9
4221,M,43,274.92
4222,F,94,213.46
4223,F,37,161.85
4224,F,23,230.26
4225,M,24,94.58
4226,M,61,68.65
4227,F,43,82.58
4228,M,24,96.06
4229,F,34,10.37
4230,F,45,32.05
4231,M,61,67.62
4232,F,22,171.51
4233,F,22,15.35
4234,F,23,74.54
4235,F,21,259.98
4236,F,33,37.82
4237,F,31,128.55
4238,F,42,55.14
4239,M,23,107.16
4240,M,27,184.93
4241,F,41,22.22
4242,M,85,53.1
4243,F,30,62.53
4244,F,24,273.07
4245,M,38,55.7
4246,F,33,46.96
4247,F,22,67.88
4248,M,19,81.5
4249,F,19,266.75
4250,F,49,107.57
4251,M,33,33.79
4252,F,62,101.1
4253,F,38,253.23
4254,F,30,43.59
4255,F,78,189.53
4256,M,34,277.78
4257,M,18,267.09
4258,F,78,202.59
4259,M,70,238.75
4260,M,23,125.82
4261,F,32,297.82
4262,F,21,10.38
4263,F,36,148.16
4264,F,21,53.3
4265,M,41,88.27
4266,F,95,235.12
4267,M,84,136.75
4268,F,21,101.98
4269,M,55,210.22
4270,F,31,297.09
4271,F,19,20.39
4272,M,40,284.0
4273,F,44,26.15
4274,M,38,259.17
4275,M,26,123.98
4276,F,18,287.39
4277,F,61,108.9
4278,M,20,294.79
4279,F,51,183.5
4280,M,96,9.61
4281,F,32,21.52
4282,F,32,29.76
4283,M,54,120.79
4284,F,61,149.28
4285,F,36,166.49
4286,F,22,287.64
4287,M,52,203.31
4288,F,90,178.18
4289,F,67,109.51
4290,F,43,164.2
4291,M,97,77.84
4292,M,24,226.42
4293,F,40,63.55
4294,F,28,34.18
4295,F,49,23.74
4296,F,18,117.43
4297,F,39,46.28
4298,F,24,175.52
4299,M,24,71.37
4300,F,82,110.2
4301,F,73,296.33
4302,F,22,96.75
4303,F,91,135.1
4304,F,87,298.04
4305,F,28,193.12
4306,M,20,230.49
4307,F,27,122.92
4308,F,32,62.08
4309,F,21,217.61
4310,M,73,177.96
4311,F,23,241.16
4312,M,85,18.14
4313,F,63,272.05
4314,F,33,245.46
4315,F,52,290.04
4316,F,21,119.34
4317,F,48,15.93
4318,F,23,158.76
4319,M,32,180.49
4320,M,96,179.45
4321,F,28,195.4
4322,F,98,8.81
4323,F,85,195.54
4324,F,36,244.7
4325,F,21,149.31
4326,F,19,225.95
4327,F,52,244.73
4328,F,21,194.67
4329,F,99,204.05
4330,M,23,137.28
4331,F,71,101.35
4332,F,99,178.58
4333,M,39,198.74
4334,F,19,254.33
4335,M,22,144.48
4336,F,21,241.82
4337,F,84,124.08
4338,M,32,60.55
4339,F,75,127.45
4340,F,32,71.93
4341,F,67,273.87
4342,M,18,270.17
4343,M,66,14.56
4344,F,21,7.61
4345,F,21,106.01
4346,F,49,163.31
4347,M,28,119.59
4348,F,53,71.83
4349,F,58,23.76
4350,F,44,66.35
4351,F,93,24.05
4352,F,37,205.39
4353,F,68,115.22
4354,M,22,247.09
4355,F,22,208.48
4356,M,95,179.5
4357,M,58,143.41
4358,F,21,17.21
4359,F,42,186.96
4360,F,20,189.56
4361,F,33,90.71
4362,M,45,162.95
4363,M,53,223.78
4364,F,46,266.83
4365,F,44,135.66
4366,F,90,52.62
4367,M,18,158.23
4368,M,33,229.08
4369,M,20,80.59
4370,F,27,7.81
4371,M,65,13.6
4372,F,22,195.29
4373,F,60,40.44
4374,F,96,219.37
4375,F,72,235.79
4376,F,21,286.24
4377,F,23,36.5
4378,F,53,51.11
4379,F,54,243.46
4380,M,44,251.82
4381,M,22,277.44
4382,M,81,288.71
4383,F,19,42.11
4384,M,45,51.72
4385,F,57,263.61
4386,F,33,44.86
4387,M,72,281.38
4388,M,39,174.8
4389,F,20,38.73
4390,F,38,226.79
4391,F,94,40.23
4392,F,45,204.41
4393,F,19,98.93
4394,M,31,113.84
4395,M,20,223.36
4396,F,19,194.1
4397,F,31,263.78
4398,M,42,12.98
4399,M,99,237.44
4400,F,52,241.39
4401,F,19,273.03
4402,F,20,16.6
4403,M,79,116.35
4404,M,23,84.37
4405,F,81,123.14
4406,F,18,34.44
4407,F,20,265.12
4408,M,18,44.57
4409,F,49,37.16
4410,F,21,241.57
4411,F,24,25.48
4412,F,37,26.38
4413,M,39,224.03
4414,F,23,239.41
4415,F,67,66.96
4416,F,53,278.56
4417,M,21,174.08
4418,F,35,218.8
4419,M,56,297.21
4420,M,36,155.12
4421,F,42,233.62
4422,F,69,80.62
4423,F,22,20.73
4424,F,25,251.87
4425,F,19,109.72
4426,M,18,103.71
4427,F,60,181.43
4428,F,63,95.82
4429,F,20,55.56
4430,M,49,57.11
4431,M,97,260.84
4432,M,24,223.86
4433,M,18,77.53
4434,F,43,173.07
4435,F,20,223.71
4436,M,50,189.0
4437,F,22,19.29
4438,F,20,231.8
4439,F,90,67.62
4440,F,28,68.49
4441,M,29,130.1
4442,F,22,104.4
4443,F,31,297.08
4444,F,21,49.16
4445,M,24,130.67
4446,F,20,24.33
4447,F,93,219.36
4448,F,20,139.31
4449,F,20,180.68
4450,F,48,202.48
4451,F,32,259.85
4452,M,36,13.38
4453,M,49,61.01
4454,M,67,265.81
4455,M,87,274.98
4456,M,68,42.93
4457,F,23,27.21
4458,F,22,47.43
4459,F,24,250.05
4460,F,93,100.35
4461,F,21,221.43
4462,M,21,135.77
4463,F,21,287.57
4464,F,29,231.37
4465,F,66,76.24
4466,F,27,243.04
4467,M,88,96.63
4468,F,23,252.06
4469,F,26,28.4
4470,F,39,226.27
4471,F,61,146.68
4472,F,91,188.53
4473,F,26,160.45
4474,M,66,102.09
4475,F,59,289.61
4476,F,81,94.64
4477,M,45,191.09
4478,F,29,54.22
4479,F,35,161.29
4480,F,23,58.82
4481,F,99,272.41
4482,F,43,39.54
4483,M,18,195.87
4484,F,21,60.6
4485,F,60,172.08
4486,F,19,220.81
4487,M,67,211.6
4488,F,62,125.59
4489,M,31,239.47
4490,M,32,35.9
4491,F,24,89.13
4492,F,70,168.32
4493,F,85,243.21
4494,F,55,181.13
4495,F,21,188.86
4496,F,38,90.9
4497,M,81,111.45
4498,M,41,89.49
4499,F,19,63.23
4500,F,21,177.58
4501,F,21,229.38
4502,M,71,208.45
4503,F,24,94.01
4504,M,19,281.11
4505,F,65,203.87
4506,F,92,284.28
4507,F,46,12.7
4508,F,37,27.7
4509,M,25,206.6
4510,F,19,76.63
4511,F,20,193.05
4512,F,20,279.99
4513,M,19,38.92
4514,F,74,168.06
4515,F,40,225.08
4516,M,89,151.07
4517,F,27,104.61
4518,M,19,291.41
4519,F,21,82.16
4520,M,43,33.55
4521,F,19,228.77
4522,F,41,252.55
4523,F,24,243.85
4524,F,69,92.39
4525,F,43,77.24
4526,M,92,221.18
4527,F,21,191.05
4528,F,44,61.66
4529,F,56,238.3
4530,F,74,180.52
4531,M,19,286.05
4532,M,23,280.13
4533,M,22,171.81
4534,M,20,145.83
4535,F,21,192.26
4536,F,62,208.89
4537,F,92,145.4
4538,M,21,125.78
4539,F,22,283.3
4540,F,21,247.23
4541,F,22,219.35
4542,F,63,14.04
4543,M,22,46.92
4544,F,35,20.2
4545,M,22,279.61
4546,F,24,137.54
4547,F,84,204.95
4548,F,40,45.58
4549,F,41,227.5
4550,F,50,86.69
4551,M,32,124.98
4552,M,49,194.54
4553,F,22,281.76
4554,F,20,125.78
4555,F,40,197.62
4556,M,58,138.37
4557,F,41,197.42
4558,F,31,101.71
4559,F,23,181.72
4560,F,29,11.87
4561,F,83,162.75
4562,M,34,26.12
4563,M,20,197.19
4564,F,21,268.46
4565,M,22,252.62
4566,M,25,131.96
4567,M,92,45.11
4568,F,18,24.49
4569,M,18,271.54
4570,M,19,225.06
4571,M,44,61.81
4572,F,35,17.48
4573,M,49,273.22
4574,F,22,38.61
4575,F,41,36.2
4576,M,26,240.05
4577,M,69,292.8
4578,F,77,235.59
4579,F,39,150.47
4580,F,19,44.68
4581,F,23,215.11
4582,M,21,152.79
4583,F,42,204.62
4584,F,76,99.16
4585,M,29,117.75
4586,F,39,117.98
4587,F,50,123.75
4588,F,39,64.27
4589,F,39,136.15
4590,F,52,76.83
4591,M,22,275.43
4592,M,84,242.44
4593,F,35,91.77
4594,F,32,116.58
4595,F,27,43.9
4596,M,45,221.85
4597,M,26,236.09
4598,F,22,192.25
4599,F,74,187.29
4600,M,67,185.87
4601,F,23,160.08
4602,F,24,122.54
4603,M,21,263.7
4604,F,99,121.58
4605,F,56,64.88
4606,F,42,128.81
4607,F,95,252.58
4608,F,19,296.73
4609,F,20,133.47
4610,F,47,289.37
4611,F,57,272.22
4612,F,91,178.44
4613,F,87,154.73
4614,F,51,105.68
4615,F,50,156.57
4616,F,47,205.52
4617,F,77,243.54
4618,F,43,76.65
4619,F,49,255.53
4620,M,24,236.54
4621,F,19,6.48
4622,F,92,222.83
4623,F,43,75.28
4624,F,52,262.23
4625,F,18,252.73
4626,F,97,250.69
4627,F,18,249.69
4628,F,20,216.23
4629,F,19,198.75
4630,M,21,292.59
4631,F,21,171.14
4632,M,61,234.93
4633,F,22,159.66
4634,F,23,169.02
4635,F,19,91.29
4636,M,22,201.97
4637,F,24,20.11
4638,F,82,122.02
4639,F,74,270.57
4640,F,18,78.86
4641,F,93,175.11
4642,F,25,79.61
4643,F,69,124.22
4644,M,75,192.08
4645,F,75,36.8
4646,F,22,263.79
4647,F,26,143.6
4648,F,24,111.59
4649,F,51,296.52
4650,F,43,87.71
4651,M,30,253.3
4652,M,30,241.54
4653,F,71,118.9
4654,M,78,104.34
4655,M,22,193.36
4656,F,22,218.63
4657,F,18,287.6
4658,F,31,128.29
4659,F,55,223.02
4660,F,34,90.97
4661,F,45,207.45
4662,F,53,14.94
4663,F,21,154.62
4664,F,84,14.06
4665,F,52,29.33
4666,F,23,198.76
4667,F,35,207.09
4668,M,93,127.62
4669,F,33,8.89
4670,F,18,267.75
4671,M,21,53.05
4672,F,19,14.98
4673,M,28,169.72
4674,F,24,202.77
4675,F,22,127.95
4676,F,82,14.72
4677,M,18,23.32
4678,F,51,64.57
4679,F,19,222.07
4680,F,35,241.88
4681,M,97,38.0
4682,F,24,125.02
4683,F,99,247.6
4684,M,53,7.23
4685,F,23,290.05
4686,F,36,239.05
4687,F,23,10.76
4688,F,21,104.46
4689,F,19,166.92
4690,F,65,146.51
4691,F,83,207.81
4692,M,42,155.94
4693,M,19,37.65
4694,F,24,186.89
4695,M,84,285.55
4696,F,49,283.25
4697,F,59,245.3
4698,F,20,278.22
4699,F,46,176.15
4700,M,28,163.02
4701,F,45,266.91
4702,F,23,243.95
4703,M,18,107.25
4704,F,22,72.26
4705,F,21,276.59
4706,F,43,5.47
4707,M,20,80.22
4708,F,24,171.27
4709,F,64,37.32
4710,F,51,82.87
4711,M,50,13.98
4712,F,68,190.87
4713,F,91,165.05
4714,M,38,34.8
4715,F,88,256.47
4716,F,20,24.96
4717,F,54,97.78
4718,F,45,16.59
4719,F,49,80.51
4720,F,98,32.5
4721,M,21,247.89
4722,M,20,269.61
4723,F,93,147.02
4724,M,23,6.79
4725,F,20,111.63
4726,F,21,234.25
4727,F,38,244.67
4728,M,43,230.18
4729,M,46,222.07
4730,F,18,132.13
4731,F,31,85.07
4732,F,49,212.77
4733,F,18,170.96
4734,M,43,92.57
4735,M,93,44.77
4736,M,24,287.99
4737,F,63,183.58
4738,M,72,259.37
4739,F,23,205.5
4740,F,53,69.46
4741,F,51,290.59
4742,F,22,220.03
4743,M,32,193.97
4744,F,18,97.07
4745,F,47,11.92
4746,F,23,137.97
4747,M,18,179.96
4748,F,45,87.28
4749,F,54,82.73
4750,M,32,268.31
4751,F,38,244.69
4752,F,80,222.61
4753,F,78,245.6
4754,F,78,144.87
4755,F,87,53.69
4756,F,20,299.76
4757,F,80,184.34
4758,F,24,249.34
4759,F,94,204.83
4760,F,35,39.39
4761,F,24,158.85
4762,M,21,175.71
4763,F,23,247.1
4764,F,24,11.79
4765,F,20,236.93
4766,M,21,298.48
4767,M,24,240.67
4768,M,46,258.73
4769,F,23,137.34
4770,M,95,80.93
4771,F,36,84.89
4772,M,71,59.18
4773,F,33,253.59
4774,F,42,46.87
4775,F,21,169.82
4776,F,96,250.87
4777,M,23,118.94
4778,M,43,12.75
4779,F,22,274.5
4780,M,19,282.88
4781,F,19,33.62
4782,F,18,273.58
4783,M,90,149.87
4784,F,79,245.3
4785,F,19,28.59
4786,F,44,275.4
4787,M,24,179.72
4788,F,53,102.0
4789,M,23,273.91
4790,F,76,136.54
4791,F,19,163.94
4792,F,97,112.13
4793,F,51,163.62
4794,F,49,205.41
4795,M,85,20.93
4796,F,72,191.29
4797,F,54,235.65
4798,F,46,221.8
4799,M,21,16.77
4800,F,25,103.63
4801,F,18,92.17
4802,F,71,92.18
4803,F,85,137.73
4804,F,27,264.61
4805,F,35,155.15
4806,M,44,81.9
4807,F,98,89.78
4808,F,24,98.44
4809,F,28,234.11
4810,F,33,178.91
4811,F,56,298.63
4812,M,23,163.9
4813,M,45,56.37
4814,F,24,226.64
4815,M,91,238.43
4816,F,96,292.73
4817,F,20,20.2
4818,M,54,256.33
4819,F,22,48.71
4820,M,48,279.51
4821,F,31,128.57
4822,F,18,87.01
4823,M,21,216.57
4824,F,71,285.04
4825,F,20,40.72
4826,F,24,267.82
4827,F,46,261.39
4828,F,20,208.46
4829,F,56,292.29
4830,F,18,29.22
4831,F,36,88.17
4832,F,35,206.01
4833,M,21,207.62
4834,F,34,34.12
4835,F,52,39.19
4836,M,30,233.27
4837,F,55,248.85
4838,M,18,282.38
4839,F,44,9.36
4840,F,64,194.47
4841,F,81,38.96
4842,F,99,54.32
4843,F,18,113.37
4844,M,68,141.82
4845,F,24,177.55
4846,M,46,120.67
4847,F,21,285.19
4848,M,19,170.46
4849,F,20,248.32
4850,M,70,175.46
4851,F,54,299.07
4852,F,30,106.81
4853,F,46,179.35
4854,F,20,72.22
4855,F,18,202.24
4856,F,20,137.9
4857,F,46,88.46
4858,F,19,25.15
4859,F,85,50.01
4860,F,23,239.32
4861,M,33,240.22
4862,M,30,221.1
4863,M,20,141.66
4864,M,49,8.46
4865,F,18,109.88
4866,F,23,243.53
4867,F,47,241.07
4868,F,41,151.45
4869,F,23,261.01
4870,F,75,90.66
4871,F,22,115.89
4872,F,99,46.4
4873,F,22,239.94
4874,F,18,192.27
4875,M,20,59.39
4876,M,26,24.7
4877,F,52,229.72
4878,M,82,19.6
4879,F,19,68.15
4880,F,48,224.92
4881,M,76,232.38
4882,M,38,299.95
4883,F,24,287.41
4884,F,23,180.78
4885,M,18,100.21
4886,M,19,70.46
4887,M,20,200.13
4888,F,23,115.22
4889,F,23,163.08
4890,F,20,204.49
4891,M,23,137.27
4892,F,90,228.69
4893,F,33,143.54
4894,F,22,32.34
4895,F,71,240.77
4896,F,41,15.66
4897,F,92,146.76
4898,F,18,112.68
4899,F,19,64.16
4900,M,99,95.85
4901,M,33,229.03
4902,F,37,223.6
4903,M,82,20.32
4904,F,25,279.95
4905,F,21,10.93
4906,F,21,46.92
4907,F,53,105.24
4908,F,48,46.04
4909,F,26,218.11
4910,M,41,220.51
4911,F,22,10.49
4912,F,18,298.7
4913,F,26,20.92
4914,F,24,182.67
4915,F,20,164.17
4916,M,26,26.28
4917,M,47,213.29
4918,F,45,157.23
4919,F,28,271.36
4920,M,19,24.84
4921,F,37,81.08
4922,M,42,171.99
4923,F,22,147.81
4924,F,18,55.03
4925,F,79,141.77
4926,F,25,46.05
4927,M,27,161.88
4928,M,30,85.3
4929,F,26,57.65
4930,F,37,191.89
4931,F,29,59.32
4932,F,46,199.45
4933,M,32,58.45
4934,F,27,295.78
4935,F,23,205.79
4936,F,18,12.5
4937,F,22,112.38
4938,M,36,46.36
4939,M,24,145.52
4940,F,18,131.82
4941,F,20,132.03
4942,M,20,140.4
4943,F,64,110.71
4944,F,22,228.43
4945,M,53,38.12
4946,M,69,48.23
4947,F,18,130.74
4948,F,48,249.24
4949,F,38,242.7
4950,M,20,134.26
4951,F,52,69.97
4952,M,55,176.13
4953,M,20,52.14
4954,F,21,72.28
4955,M,22,284.72
4956,M,23,296.12
4957,F,19,220.48
4958,F,22,61.09
4959,F,18,271.12
4960,F,57,132.37
4961,F,94,136.6
4962,M,95,110.49
4963,F,18,44.83
4964,M,27,88.9
4965,F,51,291.45
4966,F,22,116.97
4967,M,57,88.88
4968,F,23,189.75
4969,M,40,278.17
4970,F,21,29.14
4971,F,54,110.03
4972,F,40,164.1
4973,F,40,10.95
4974,F,77,182.25
4975,F,28,220.41
4976,F,20,12.1
4977,F,23,219.28
4978,M,30,128.65
4979,M,39,286.71
4980,F,79,156.35
4981,F,70,172.02
4982,M,23,220.76
4983,F,42,278.34
4984,M,46,257.51
4985,F,18,112.5
4986,F,24,70.12
4987,F,50,13.7
4988,M,47,78.1
4989,F,79,104.64
4990,F,19,216.37
4991,F,94,162.25
4992,F,34,271.79
4993,F,31,88.49
4994,F,24,29.86
4995,F,19,90.54
4996,F,32,27.22
4997,M,34,229.1
4998,F,19,71.32
4999,M,43,150.4
5000,F,68,233.83
5001,F,44,165.24
5002,F,18,168.35
5003,F,28,161.19
5004,F,54,157.94
5005,M,60,188.05
5006,F,50,130.85
5007,F,98,251.09
5008,F,41,276.33
5009,M,35,68.99
5010,F,32,217.25
5011,M,67,268.17
5012,M,19,286.55
5013,F,21,95.55
5014,M,18,202.83
5015,F,20,27.46
5016,F,54,276.49
5017,F,23,216.79
5018,F,22,122.35
5019,M,24,281.23
5020,M,37,60.8
5021,M,24,64.77
5022,F,37,188.31
5023,F,40,78.04
5024,M,26,289.96
5025,F,19,114.05
5026,F,27,74.1
5027,M,24,175.94
5028,F,77,66.72
5029,M,90,199.32
5030,F,39,78.14
5031,F,24,256.08
5032,M,42,172.27
5033,F,47,13.9
5034,M,39,228.89
5035,M,21,176.57
5036,F,20,278.6
5037,M,21,288.78
5038,F,28,214.64
5039,M,59,207.11
5040,M,80,72.0
5041,F,67,240.34
5042,F,24,247.96
5043,M,74,85.28
5044,M,24,57.04
5045,F,91,100.66
5046,M,22,139.12
5047,F,28,115.77
5048,M,20,242.96
5049,M,52,135.36
5050,F,24,100.59
5051,M,19,210.12
5052,M,24,244.52
5053,F,22,105.42
5054,M,88,175.52
5055,M,54,80.47
5056,M,21,178.54
5057,M,36,19.0
5058,M,30,8.68
5059,F,18,287.77
5060,F,19,244.49
5061,F,28,78.38
5062,F,21,207.24
5063,F,19,22.43
5064,F,19,166.98
5065,F,42,73.56
5066,M,34,257.59
5067,F,55,260.45
5068,M,28,272.36
5069,F,44,36.24
5070,M,29,150.05
5071,M,89,34.03
5072,F,24,290.78
5073,F,23,65.1
5074,F,36,208.9
5075,F,49,33.16
5076,M,27,236.61
5077,F,31,82.36
5078,M,18,24.21
5079,F,48,54.61
5080,F,21,238.54
5081,F,18,251.67
5082,F,43,22.74
5083,F,27,150.9
